                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.888,                  3.504,                 1.2088,                 0.0158,                 0.2234,                0.09448,                0.04805,                 1.6678,                 3.4588,                 1.0543,                0.00026,                0.00026,                0.00026
                      2,                 1.6574,                 1.9332,                 1.0727,                0.67653,                0.13494,                0.18615,                0.09457,                 1.5459,                 2.2784,                   1.05,             0.00052475,             0.00052475,             0.00052475
                      3,                 1.5719,                 1.5505,                 1.0514,                0.54738,                0.21136,                0.19387,                0.08879,                 1.5829,                  1.631,                 1.0677,             0.00078416,             0.00078416,             0.00078416
                      4,                  1.538,                 1.4261,                 1.0518,                0.46591,                0.26245,                0.24936,                0.13266,                 1.4721,                 1.6044,                 1.0534,              0.0009703,              0.0009703,              0.0009703
                      5,                  1.486,                 1.3284,                 1.0384,                0.55812,                0.29521,                0.32644,                0.18672,                 1.3808,                 1.3619,                0.99866,              0.0009703,              0.0009703,              0.0009703
                      6,                 1.4472,                 1.2407,                 1.0243,                 0.6817,                 0.3192,                0.33041,                0.18942,                 1.3548,                 1.3293,                 0.9837,              0.0009604,              0.0009604,              0.0009604
                      7,                 1.4044,                 1.1613,                 1.0045,                0.53836,                0.30505,                0.31179,                0.17787,                  1.407,                 1.3326,                0.99764,              0.0009505,              0.0009505,              0.0009505
                      8,                 1.3661,                 1.1007,                 1.0034,                0.57646,                0.37568,                0.38705,                0.21652,                 1.3543,                 1.1589,                0.98039,              0.0009406,              0.0009406,              0.0009406
                      9,                 1.3824,                 1.0763,                0.99671,                0.57371,                 0.3158,                0.35907,                0.19948,                 1.3753,                 1.1789,                0.98698,              0.0009307,              0.0009307,              0.0009307
                     10,                 1.3102,                 1.0493,                0.98251,                0.64815,                0.35241,                0.41743,                0.23451,                 1.3156,                0.99492,                0.97178,              0.0009208,              0.0009208,              0.0009208
                     11,                 1.3095,                 1.0209,                0.97919,                0.64652,                0.35457,                0.44141,                0.25005,                 1.2625,                 1.0714,                 0.9574,              0.0009109,              0.0009109,              0.0009109
                     12,                 1.2882,                0.97659,                0.97035,                 0.7106,                0.36459,                0.47295,                0.25775,                 1.2626,                0.99738,                0.95914,               0.000901,               0.000901,               0.000901
                     13,                 1.3027,                 0.9515,                 0.9802,                0.69629,                0.43167,                0.49333,                0.28009,                 1.2752,                 1.0155,                 0.9612,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.2789,                0.95476,                 0.9747,                0.50643,                0.50391,                0.49609,                0.27866,                 1.2863,                0.95723,                0.95711,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.2776,                0.94112,                0.96384,                0.68774,                0.40878,                0.48589,                0.28006,                 1.2389,                0.95582,                0.95937,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.2257,                0.90641,                0.95857,                0.56278,                0.52515,                0.51703,                0.30093,                  1.223,                0.91783,                0.95685,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.2205,                0.90125,                0.94937,                0.57522,                0.48552,                0.51163,                0.28862,                 1.2188,                0.92019,                0.94252,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.2347,                0.89371,                0.95459,                0.59716,                0.40036,                0.44709,                0.24694,                 1.3429,                0.94854,                0.96474,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.2099,                0.87937,                0.94712,                 0.6554,                0.43539,                0.48936,                0.27763,                 1.2159,                0.88378,                0.95409,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.2157,                0.86177,                0.95006,                0.55191,                0.53797,                0.52293,                0.29706,                 1.2312,                0.84899,                0.95247,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.1756,                0.83358,                0.93855,                0.65088,                0.54519,                0.57345,                0.32092,                 1.1991,                0.81992,                0.95104,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.1629,                0.82805,                0.94425,                 0.6383,                0.52408,                0.53761,                0.31709,                 1.1722,                0.87928,                0.94162,               0.000802,               0.000802,               0.000802
                     23,                 1.1727,                0.82648,                0.93877,                0.61826,                0.55469,                0.57229,                0.31458,                 1.1721,                0.82626,                0.93968,              0.0007921,              0.0007921,              0.0007921
                     24,                   1.17,                0.81987,                0.93495,                0.60211,                0.53292,                0.56079,                0.31638,                 1.1618,                0.80999,                0.93611,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.1309,                 0.7837,                0.93579,                0.64896,                0.57593,                0.57052,                0.31975,                 1.1967,                 0.8098,                0.95485,              0.0007723,              0.0007723,              0.0007723
                     26,                  1.134,                0.79318,                0.92622,                0.58579,                0.61535,                 0.5754,                0.33295,                 1.1624,                0.78394,                 0.9354,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.1429,                0.78774,                0.92879,                 0.6524,                0.57128,                0.59944,                0.35278,                 1.1769,                0.78722,                0.93655,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.1625,                0.77805,                0.93314,                0.77752,                0.52598,                0.60245,                0.35025,                 1.1773,                0.79291,                0.93796,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.1194,                0.75892,                0.92667,                0.68558,                0.55934,                0.58051,                0.34155,                 1.1463,                0.79806,                0.93116,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.1228,                0.74695,                0.93052,                  0.734,                0.51978,                0.57018,                0.33176,                 1.1687,                0.84388,                 0.9393,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.1175,                0.75207,                0.92115,                0.66515,                0.53447,                0.58487,                0.34427,                 1.1515,                0.78617,                0.93126,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.1021,                0.72817,                0.92131,                0.59117,                0.61272,                0.59312,                0.34928,                 1.1451,                0.76485,                0.93516,               0.000703,               0.000703,               0.000703
                     33,                 1.1089,                0.73064,                0.91755,                 0.6361,                0.57379,                0.60248,                 0.3515,                 1.1552,                0.77011,                0.92685,              0.0006931,              0.0006931,              0.0006931
                     34,                 1.1413,                0.73912,                0.92032,                0.65477,                0.54619,                  0.587,                0.34117,                 1.1892,                0.78758,                0.93353,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.1027,                0.73057,                 0.9183,                0.67125,                 0.5774,                 0.6118,                0.35641,                 1.1622,                0.74994,                0.93235,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.0832,                0.71067,                0.91447,                0.70059,                 0.5852,                0.62315,                0.36061,                 1.1332,                0.73626,                0.93028,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.0888,                0.70886,                0.91622,                 0.6395,                0.64696,                0.63008,                0.35762,                 1.1221,                0.74158,                0.92336,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.0646,                0.70046,                0.91164,                0.61462,                0.61145,                0.58449,                0.33428,                 1.1945,                0.78053,                0.94744,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.0609,                0.69197,                0.91377,                0.71179,                0.56507,                0.62008,                0.36379,                 1.1263,                0.73271,                0.93107,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.0514,                0.68354,                0.90476,                0.69952,                0.59329,                0.61821,                0.36202,                 1.1497,                0.75041,                0.93462,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.0653,                0.68971,                0.90342,                0.70153,                0.59083,                0.63321,                 0.3633,                 1.1232,                0.73368,                0.92846,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.0587,                 0.6821,                0.90441,                0.71621,                0.56426,                0.61674,                0.35842,                 1.1304,                0.74482,                0.92786,               0.000604,               0.000604,               0.000604
                     43,                 1.0495,                0.68415,                0.90556,                0.75217,                0.51787,                0.61219,                0.34779,                 1.1672,                0.74977,                0.93908,              0.0005941,              0.0005941,              0.0005941
                     44,                 1.0384,                0.67475,                0.90484,                0.66554,                0.63432,                0.63422,                0.36035,                 1.1225,                0.76016,                0.92402,              0.0005842,              0.0005842,              0.0005842
                     45,                 1.0455,                0.67707,                0.90884,                0.70943,                0.64123,                0.62267,                0.36121,                 1.1307,                0.74883,                0.93736,              0.0005743,              0.0005743,              0.0005743
                     46,                  1.042,                0.66994,                0.91089,                0.72795,                0.57455,                0.60745,                0.33687,                 1.1404,                0.75241,                0.92583,              0.0005644,              0.0005644,              0.0005644
                     47,                  1.047,                0.67136,                0.90424,                0.64613,                0.59853,                0.62489,                0.35715,                 1.1288,                0.74162,                0.93385,              0.0005545,              0.0005545,              0.0005545
                     48,                 1.0175,                0.65327,                0.89615,                0.69932,                0.56573,                0.62855,                0.36184,                 1.1069,                0.71725,                0.92202,              0.0005446,              0.0005446,              0.0005446
                     49,                 1.0201,                0.66116,                0.90299,                0.63702,                0.60216,                0.62545,                 0.3678,                  1.132,                0.72523,                0.93077,              0.0005347,              0.0005347,              0.0005347
                     50,                 1.0278,                0.65874,                0.90145,                0.75775,                 0.5471,                 0.6243,                0.35325,                 1.1522,                0.73912,                0.93259,              0.0005248,              0.0005248,              0.0005248
                     51,                 1.0218,                0.65017,                0.90288,                0.66307,                0.58842,                 0.6231,                0.36763,                 1.1206,                0.72067,                0.92294,              0.0005149,              0.0005149,              0.0005149
                     52,                 1.0156,                0.64063,                0.89759,                0.74622,                0.59817,                0.65636,                 0.3764,                 1.1546,                 0.7227,                0.93989,               0.000505,               0.000505,               0.000505
                     53,                 1.0047,                0.64226,                0.89437,                0.69828,                0.62469,                0.64202,                0.37603,                 1.1023,                0.72805,                  0.926,              0.0004951,              0.0004951,              0.0004951
                     54,                0.99116,                0.62806,                0.89247,                0.71691,                0.57576,                0.62477,                0.37109,                 1.1115,                0.72348,                0.92372,              0.0004852,              0.0004852,              0.0004852
                     55,                0.99445,                0.62509,                0.90091,                0.68664,                0.58315,                0.63442,                0.36729,                  1.144,                0.70606,                0.92654,              0.0004753,              0.0004753,              0.0004753
                     56,                0.98866,                0.62691,                 0.8907,                0.70554,                0.56325,                0.62524,                0.36014,                 1.1739,                0.72324,                0.93144,              0.0004654,              0.0004654,              0.0004654
                     57,                0.99185,                0.62687,                0.88909,                0.68696,                0.59407,                0.64195,                0.36294,                  1.149,                0.72404,                0.93271,              0.0004555,              0.0004555,              0.0004555
                     58,                0.98375,                0.61819,                0.89355,                0.68218,                0.63506,                0.64814,                0.37138,                 1.1319,                0.71801,                0.92788,              0.0004456,              0.0004456,              0.0004456
                     59,                0.98156,                0.61138,                0.89222,                0.66253,                0.62545,                0.63029,                0.37104,                 1.1076,                 0.7165,                0.92068,              0.0004357,              0.0004357,              0.0004357
                     60,                0.97886,                0.60799,                0.89292,                0.69708,                0.60189,                0.63955,                0.37188,                 1.1133,                0.69136,                0.92282,              0.0004258,              0.0004258,              0.0004258
                     61,                0.97701,                0.61037,                0.89488,                0.78324,                0.56353,                0.64524,                0.37123,                 1.1021,                0.69766,                0.92434,              0.0004159,              0.0004159,              0.0004159
                     62,                0.96947,                0.61193,                0.88117,                0.82479,                  0.557,                0.65254,                0.38164,                 1.1001,                 0.6908,                0.92009,               0.000406,               0.000406,               0.000406
                     63,                 1.0026,                 0.6166,                0.88893,                0.77884,                0.59649,                0.66432,                0.39342,                 1.0949,                0.69862,                 0.9197,              0.0003961,              0.0003961,              0.0003961
                     64,                0.95535,                0.60059,                0.88373,                0.69041,                0.64382,                0.66692,                0.39594,                 1.0909,                0.68466,                0.91683,              0.0003862,              0.0003862,              0.0003862
                     65,                0.95335,                0.60378,                0.88609,                0.77387,                0.54562,                0.63373,                0.37351,                 1.0898,                0.69052,                0.92007,              0.0003763,              0.0003763,              0.0003763
                     66,                0.93407,                0.58752,                0.88147,                0.73301,                0.58241,                0.63685,                0.37511,                 1.0846,                0.68704,                0.91861,              0.0003664,              0.0003664,              0.0003664
                     67,                0.96789,                0.59818,                0.88767,                0.66948,                0.62582,                 0.6295,                0.37603,                 1.0914,                0.70702,                0.91935,              0.0003565,              0.0003565,              0.0003565
                     68,                0.94821,                0.59508,                0.87936,                0.69512,                0.59996,                0.63677,                0.38245,                 1.1026,                0.69707,                0.91948,              0.0003466,              0.0003466,              0.0003466
                     69,                0.95127,                0.59652,                0.88744,                0.70606,                0.60412,                0.63915,                0.38874,                 1.1019,                0.69957,                0.92195,              0.0003367,              0.0003367,              0.0003367
                     70,                0.96065,                0.59469,                0.88531,                 0.7381,                0.56144,                0.64282,                 0.3789,                 1.0832,                0.69894,                0.91543,              0.0003268,              0.0003268,              0.0003268
                     71,                0.93874,                0.58555,                0.87733,                0.71289,                0.58721,                 0.6413,                0.38247,                 1.1231,                0.71331,                0.92444,              0.0003169,              0.0003169,              0.0003169
                     72,                0.94656,                0.58848,                0.88249,                0.67173,                0.61174,                0.64927,                0.39485,                 1.0928,                0.68942,                 0.9208,               0.000307,               0.000307,               0.000307
                     73,                0.93142,                0.58105,                0.87937,                0.75478,                0.59982,                0.65225,                0.38389,                 1.0797,                0.68981,                0.91407,              0.0002971,              0.0002971,              0.0002971
                     74,                0.92802,                0.59701,                0.88174,                0.71518,                0.61726,                0.67035,                 0.3915,                  1.118,                0.68258,                0.92652,              0.0002872,              0.0002872,              0.0002872
                     75,                0.91036,                0.57066,                0.87764,                0.74427,                0.60865,                0.66524,                0.39256,                  1.105,                0.69104,                0.92478,              0.0002773,              0.0002773,              0.0002773
                     76,                0.91397,                0.57453,                0.87389,                0.72727,                0.58964,                0.64872,                0.38876,                 1.1129,                0.69535,                0.92455,              0.0002674,              0.0002674,              0.0002674
                     77,                 0.9056,                0.56903,                0.88037,                0.69607,                0.60015,                0.65046,                  0.385,                 1.0936,                0.68763,                0.92621,              0.0002575,              0.0002575,              0.0002575
                     78,                0.91451,                0.56765,                0.87108,                0.77817,                0.55626,                0.66434,                0.39331,                 1.0842,                0.68034,                0.92237,              0.0002476,              0.0002476,              0.0002476
                     79,                0.90355,                0.55545,                0.86777,                0.76182,                 0.5987,                0.66178,                0.38683,                 1.1009,                0.66858,                0.92371,              0.0002377,              0.0002377,              0.0002377
                     80,                0.89965,                0.55502,                   0.87,                0.70087,                0.61682,                0.66459,                0.39426,                 1.0903,                 0.6671,                0.92281,              0.0002278,              0.0002278,              0.0002278
                     81,                0.88877,                0.55386,                0.87111,                0.74005,                0.60164,                0.65087,                0.38279,                  1.083,                0.67766,                0.92116,              0.0002179,              0.0002179,              0.0002179
                     82,                0.87466,                0.54971,                0.87009,                0.63884,                0.67931,                0.66519,                0.39557,                 1.0759,                0.67126,                0.92331,               0.000208,               0.000208,               0.000208
                     83,                0.90723,                0.55574,                0.87269,                0.71531,                 0.6122,                0.66165,                0.39455,                 1.0748,                0.68373,                0.91698,              0.0001981,              0.0001981,              0.0001981
                     84,                0.89784,                0.55702,                0.87017,                0.75837,                 0.5845,                0.65763,                0.38788,                 1.0784,                0.68061,                0.91794,              0.0001882,              0.0001882,              0.0001882
                     85,                0.89745,                 0.5564,                0.87546,                0.76309,                0.58057,                0.65408,                0.38517,                 1.0855,                0.66926,                0.92191,              0.0001783,              0.0001783,              0.0001783
                     86,                0.89336,                0.55286,                0.87674,                0.65209,                0.65603,                0.66957,                0.39332,                 1.0971,                0.67067,                0.92883,              0.0001684,              0.0001684,              0.0001684
                     87,                0.88635,                0.54563,                 0.8712,                 0.6632,                 0.6374,                0.64571,                0.37661,                 1.1051,                0.67354,                 0.9275,              0.0001585,              0.0001585,              0.0001585
                     88,                0.86262,                0.53802,                0.86673,                0.68165,                0.62087,                0.65013,                0.39292,                 1.0774,                0.66563,                  0.919,              0.0001486,              0.0001486,              0.0001486
                     89,                0.87299,                0.54272,                0.87167,                0.72131,                 0.5797,                0.64171,                0.38578,                 1.0709,                0.67118,                0.91535,              0.0001387,              0.0001387,              0.0001387
                     90,                0.88179,                0.54695,                0.86946,                0.73355,                0.58776,                 0.6597,                0.38488,                 1.0912,                 0.6665,                0.92125,              0.0001288,              0.0001288,              0.0001288
                     91,                0.85238,                0.53149,                0.86748,                0.79064,                0.57962,                0.64561,                0.37974,                 1.0817,                0.70228,                0.92336,              0.0001189,              0.0001189,              0.0001189
                     92,                0.84808,                0.52262,                0.86918,                0.75377,                0.62251,                0.65338,                0.38056,                 1.0876,                0.66546,                0.92182,               0.000109,               0.000109,               0.000109
                     93,                 0.8235,                0.50994,                0.85642,                 0.7322,                0.62818,                 0.6682,                0.39539,                 1.0769,                0.66724,                0.92134,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.82195,                0.50222,                0.86029,                0.72897,                0.60306,                0.65255,                0.38584,                 1.0914,                0.67394,                 0.9229,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.81076,                0.49946,                0.86002,                0.73845,                0.62262,                0.67165,                0.39494,                 1.0693,                0.66734,                0.92037,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.82101,                0.50475,                0.86168,                0.78526,                0.59037,                0.66362,                0.39005,                 1.0795,                0.66764,                0.92333,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.81364,                0.49941,                0.86042,                0.74678,                0.61154,                0.66892,                0.38747,                 1.0755,                0.66598,                0.92277,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.79945,                 0.4905,                0.85338,                0.74804,                0.61618,                0.67196,                0.38975,                  1.073,                0.66095,                0.92142,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.79367,                0.48898,                0.85144,                0.72315,                0.63016,                0.67132,                0.39561,                 1.0689,                0.65989,                0.91953,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                0.79682,                0.49117,                0.85498,                0.73307,                0.62908,                 0.6623,                 0.3948,                 1.0696,                0.66031,                 0.9203,               2.98e-05,               2.98e-05,               2.98e-05
